,created_at,text,coordinates
18660,Thu Sep 12 05:21:04 +0000 2013,Fire dept closing Gold Run at Dixon Rd betw Salina and Gold Hill #boulderflood #cowx /scanner/1118pm,
18661,Thu Sep 12 05:23:05 +0000 2013,RT @CarolFinn3: air raid sirens. #boulderflood. Check out Boulder Creek stream gauge. http://t.co/dqJ7NMhfG1,
18662,Thu Sep 12 05:34:53 +0000 2013,"RT @dailycamera: @BoulderOEM to #Fourmile Canyon area: ""PLEASE BEGIN TO MOVE TO HIGHER GROUND ASAP."" #Boulder #cowx",
18663,Thu Sep 12 05:25:35 +0000 2013,What college kids do in a flood. #boulderflood - YouTube https://t.co/xdNiSltMaC,
18664,Thu Sep 12 05:21:20 +0000 2013,RT @NWSBoulder: Flash Flood Warning 4 Boulder &amp; NW Jeff counties til 4:15 AM. Severe Flooding occur &amp; will get worse! #COwx Water rising ra…,
18665,Thu Sep 12 05:47:30 +0000 2013,RT @CBSDenver: Sick of the rain? You might need to get used to it for a little while: http://t.co/QmvoKL2im0 #cowx,
18666,Thu Sep 12 05:32:58 +0000 2013,"“@NWSBoulder: If you encounter high water tonight, turn around, don't drown! Serious Flooding - you can be swept away! #StaySafe #COwx”","{'type': 'Point', 'coordinates': [-105.26788086, 40.01331403]}"
18667,Thu Sep 12 05:22:39 +0000 2013,Ok I'm going to attempt to get home. #wishmeluck #boulderflood,"{'type': 'Point', 'coordinates': [-105.16391795, 39.95918836]}"
18668,Thu Sep 12 05:18:45 +0000 2013,RT @CUBoulderPolice: Approx. 100-200 people evac'd from Family Housing (near #Boulder Creek) as a precaution. #cuboulder #cowx,
18669,Thu Sep 12 05:21:14 +0000 2013,RT @NWSBoulder: Flash Flood Warning 4 Boulder &amp; NW Jeff counties til 4:15 AM. Severe Flooding occur &amp; will get worse! #COwx Water rising ra…,
18670,Thu Sep 12 05:30:36 +0000 2013,RT @NWSBoulder: South Boulder Road in #Boulder county being shut down near Cherryvale due to Flash Flooding. #COwx,
18671,Thu Sep 12 05:18:38 +0000 2013,"RT @BoulderOEM: Underpasses, tunnels are designed to carry flood waters. These are NOT safe locations to seek shelter or pass through. #bou…",
18672,Thu Sep 12 05:36:41 +0000 2013,RT @Andy_McDonnell: CRAZIEST picture from #Boulder I've seen yet.... Whoa (via @T_Bird303 / Kelly Piletic) #CoWx #9Wx http://t.co/e2pPGuZXn6,
18673,Thu Sep 12 05:36:46 +0000 2013,Where in Stapleton? Eastbridge? Bluff Lake? #cowx @StapletonDenver RT @AllAmericaCity: @denverpost @AdeleArakawa  flooding in stapleton,
18674,Thu Sep 12 05:32:08 +0000 2013,"RT @ColoradoClimate: #CoCoRaHS station 4.7 miles E of #Boulder adds another 0.36"" of rain for 2 day total of 6.65"" #cowx #boulderflooding #…",
18675,Thu Sep 12 05:40:07 +0000 2013,#BoulderFlood http://t.co/Cd8LYxXbRT,
18676,Thu Sep 12 05:42:17 +0000 2013,"Aha, there it is. @StapletonDenver #cowx RT @AllAmericaCity: Flooding in denver stapleton neighborhood @denverpost http://t.co/9uZhQ3ZTwq",
18677,Thu Sep 12 05:19:17 +0000 2013,RT @douglasjbrown: 4th floor? RT @ub3ramy: What? No! RT @jendinger: Just got real. 4th floor of @leedsbiz full of water. #cowx #Boulder htt…,
18678,Thu Sep 12 05:22:58 +0000 2013,RT @dailycamera: #Boulder County police radio traffic: Crews can't respond to flooding homes unless lives are in danger. #cowx,
18679,Thu Sep 12 05:30:23 +0000 2013,"RT @BoulderOEM: Underpasses, tunnels are designed to carry flood waters. These are NOT safe locations to seek shelter or pass through. #bou…",
18680,Thu Sep 12 05:50:40 +0000 2013,RT @G_Wright: Here's the #boulderflood video that got 1000 more CU students off the couch tonight. http://t.co/eh5KFq8WpM,
18681,Thu Sep 12 05:24:40 +0000 2013,RT @NWSBoulder: South Boulder Road in #Boulder county being shut down near Cherryvale due to Flash Flooding. #COwx,
18682,Thu Sep 12 05:27:30 +0000 2013,Highway 93 closed northbound at 64th Pky due to washed out road. @DenverChannel @247Weather #cowx #boulderflood http://t.co/2yyPnaIEOS,
18683,Thu Sep 12 05:27:58 +0000 2013,#Boulder County has sent out evacuation msg for #Fourmile Canyon residents to move to higher ground #boulderflood #cowx /scanner/1126pm,
18684,Thu Sep 12 05:28:10 +0000 2013,RT @dailycamera: #CUBoulder police responding to social media reports of a structure collapsing at Leeds. #cowx,
18685,Thu Sep 12 05:37:31 +0000 2013,RT @NWSBoulder: Considerable debris flows up to 4 feet deep coming down through the #Fourmile burn scar in #Boulder county. #COwx,
18686,Thu Sep 12 05:43:08 +0000 2013,RT @denverpost: RT @jrbates: Boulder precautionary evac affects about 100-200 people #CoWx http://t.co/WC2weAgTzI,
18687,Thu Sep 12 05:31:33 +0000 2013,RT @TimesCall: MT @NWSBoulder: Flash Flood Warning much of Larimer county until 3:45 AM. Heavy rain becoming more widespread.  #COwx,
18688,Thu Sep 12 05:58:36 +0000 2013,"Watching from #Denver is surreal: #Boulder getting absolutely hammered with rain today and now w/ ""training"" cells. #COwx #weather #monsoon",
18689,Thu Sep 12 05:36:41 +0000 2013,Watch out for my #boulderflood vine on @GMA tomorrow! https://t.co/BGLQATGKZQ  #vinefamous,
18690,Thu Sep 12 05:30:23 +0000 2013,RT @JoeCarmenRubino: RT @NWSBoulder: Considerable debris flows up to 4 feet deep coming down through the #Fourmile burn scar in #Boulder co…,
18691,Thu Sep 12 05:17:22 +0000 2013,"@ODerigRulez @Irish_in_LA @kkartPhoto: FYI, @jendinger clarifies: just a roof leak at @leedsbiz. Not a 4-story flood. #cowx #FogOfFlood",
18692,Thu Sep 12 05:27:38 +0000 2013,RT @dailycamera: #Boulder County flash flood warning extended until 4:15 a.m. #cowx,
18693,Thu Sep 12 05:26:46 +0000 2013,RT @ArielMata: Flash flood warning for Boulder now extended until 4:15 a.m. #9wx #cowx #9NEWSMornings,
18694,Thu Sep 12 05:25:27 +0000 2013,"Aww look at my little river Alpine :) ""@keah88: High hazard and 100 yr floodplain for Boulder #boulderflood http://t.co/f3NQSuVQzY""",
18695,Thu Sep 12 05:29:51 +0000 2013,RT @JoeCarmenRubino: RT @NWSBoulder: Considerable debris flows up to 4 feet deep coming down through the #Fourmile burn scar in #Boulder co…,
18696,Thu Sep 12 05:27:55 +0000 2013,"RT @btryn: 11:27p &gt; RT @dailycamera: #FourmileFire area residents are told to move to higher ground, according to #Boulder police radio sca…",
18697,Thu Sep 12 05:31:47 +0000 2013,RT @NWSBoulder: Considerable debris flows up to 4 feet deep coming down through the #Fourmile burn scar in #Boulder county. #COwx,
18698,Thu Sep 12 05:28:51 +0000 2013,RT @NWSBoulder: Flash Flood Warning 4 Boulder &amp; NW Jeff counties til 4:15 AM. Severe Flooding occur &amp; will get worse! #COwx Water rising ra…,
18699,Thu Sep 12 05:26:09 +0000 2013,RT @BoulderOEM: The warning area has been extended to include #EldoradoSprings. Heavy rain in our area is expected to increase. #NWSBoulder,
18700,Thu Sep 12 05:20:30 +0000 2013,RT @AnarchoAnon: #Boulder County authorities are saying people should stay off the roads unless 'absolutely necessary.' #cowx http://t.co/z…,
18701,Thu Sep 12 05:20:28 +0000 2013,"RT @BoulderOEM: Underpasses, tunnels are designed to carry flood waters. These are NOT safe locations to seek shelter or pass through. #bou…",
18702,Thu Sep 12 05:30:19 +0000 2013,RT @G_Wright: Anyone know how to build an arc in #boulder? #boulderflood #itsgonnarain,
18703,Thu Sep 12 05:38:12 +0000 2013,Getting reports that students on CU's campus are running around outside in their bathing suits during this storm. #cowx,"{'type': 'Point', 'coordinates': [-105.1081037, 39.92300057]}"
18704,Thu Sep 12 05:28:59 +0000 2013,RT @jsnewtonian: Highway 93 closed northbound at 64th Pky due to washed out road. @DenverChannel @247Weather #cowx #boulderflood http://t.c…,
18705,Thu Sep 12 05:37:29 +0000 2013,Heavy rain still falling along highway 36 - broomfield seeing lots of rain. Drivers not slowing down - surprisingly. #cowx,"{'type': 'Point', 'coordinates': [-105.08515488, 39.90676357]}"
18706,Thu Sep 12 05:21:31 +0000 2013,RT @NWSBoulder: Flash Flood Warning 4 Boulder &amp; NW Jeff counties til 4:15 AM. Severe Flooding occur &amp; will get worse! #COwx Water rising ra…,
18707,Thu Sep 12 05:27:46 +0000 2013,RT @jsnewtonian: Highway 93 closed northbound at 64th Pky due to washed out road. @DenverChannel @247Weather #cowx #boulderflood http://t.c…,
18708,Thu Sep 12 05:20:54 +0000 2013,RT @DougInBoulder: Per @BoulderOEM: Four Mile Canyon Road is closed at the 300 Block due to debris flows. #boulder #cowx /1045pm,
18709,Thu Sep 12 05:49:21 +0000 2013,I love how #BoulderFlood is a trending thing right now.,"{'type': 'Point', 'coordinates': [-105.24791531, 40.00255565]}"
18710,Thu Sep 12 05:43:31 +0000 2013,Whoa RT @dcwoodruff: @brendanloy Skunk Creek bike path in Boulder as of 5 minutes ago: https://t.co/CAIwUOx7Dt #cowx,
18711,Thu Sep 12 05:17:19 +0000 2013,RT @MattMakens247Wx: Flash Flood Warning for Boulder and Jefferson County until 4:15am MDT Thursday. http://t.co/xUAsjVnq0i #cowx,
18712,Thu Sep 12 05:35:59 +0000 2013,Where was this taken? #cowx RT @Travie_Traav: Boulder creek is flooded oh my god!!!!! Hahahaha http://t.co/aVZLnFtr65,
18713,Thu Sep 12 05:53:46 +0000 2013,RT @NWSBoulder: Flash Flood Warning expanded into Southwestern Broomfield county as heavy rain move in. #COwx,
18714,Thu Sep 12 05:31:20 +0000 2013,RT @NWSBoulder: South Boulder Road in #Boulder county being shut down near Cherryvale due to Flash Flooding. #COwx,
18715,Thu Sep 12 05:27:28 +0000 2013,RT @dailycamera: #CUBoulder police responding to social media reports of a structure collapsing at Leeds. #cowx,
18716,Thu Sep 12 05:30:15 +0000 2013,Here is what the flash flood looks like on the radar map #boulder #NWSBoulder http://t.co/ppGna4u3Wc,"{'type': 'Point', 'coordinates': [-105.26641476, 40.03706407]}"
18717,Thu Sep 12 05:30:16 +0000 2013,"RT @NWSBoulder: More Rockslides, this time in Boulder Canyon. Be careful. If you encounter flooding, turn around, don't drown. #Climbtosafe…",
18718,Thu Sep 12 05:45:31 +0000 2013,"@AllAmericaCity Is that along Florence in Eastbridge, looking toward Sand Creek? #cowx",
18719,Thu Sep 12 06:01:31 +0000 2013,RT @ryanoelke: Listen to Boulder County Sheriff and Fire scanner online here http://t.co/bz1ht7ldxZ #boulderflood,
18720,Thu Sep 12 05:51:05 +0000 2013,RT @uptonic: We’re going to need a bigger boat. #boulderflood,
18721,Thu Sep 12 05:19:37 +0000 2013,"@jendinger Quite right, you didn’t insinuate. I totally inferred. Well, or I was confused &amp; thus asked. Thanks 4 answering! #cowx @leedsbiz",
18722,Thu Sep 12 05:38:38 +0000 2013,BES and LEU swift water rescue teams on standby #boulderflood #cowx /scanner/1135pm,
18723,Thu Sep 12 04:43:56 +0000 2013,Please don't share video taken in hazardous places. It encourages people to put themselves in danger to do the same. #boulderflood,
18724,Thu Sep 12 04:56:58 +0000 2013,RT @HKoren: #Boulder Flood Hazard map: http://t.co/70V6tyKKUi Stay safe y'all. #BoulderFlood #cowx,
18725,Thu Sep 12 04:49:34 +0000 2013,"Turn around, don't drown. Simple as that. #COwx #COprepare",
18726,Thu Sep 12 04:51:24 +0000 2013,RT @G_Wright: Here's the #boulderflood video that got 1000 more CU students off the couch tonight. http://t.co/eh5KFq8WpM,
18727,Thu Sep 12 05:11:00 +0000 2013,"RT @ColoradoClimate: #CoCoRaHS station 4.7 miles East of #Boulder reports 6.29"" of rain since Monday 5 PM, 3"" today alone #cowx #boulderflo…",
18728,Thu Sep 12 04:50:22 +0000 2013,RT @NWSBoulder: People trapped in vehicles along Highway 93 in NW Jefferson county. This is serious folks! Turn around - don't drown! #COwx,
18729,Thu Sep 12 05:08:45 +0000 2013,RT @jendinger: Shit just got real. 4th floor of @leedsbiz full of water. #cowx #Boulder http://t.co/1oYf2bhrVv,
18730,Thu Sep 12 04:58:32 +0000 2013,#cowx #aurorawx RT @pueblokc: @brendanloy I'm at U of Colorado hospital. And it's just water all over down there. I'm on 11th floor luckily.,
18731,Thu Sep 12 04:17:40 +0000 2013,"Hey, it’s Tom Tancredo! RT @WeatherDude17: Strange #cowx is bringing out the strangest of creatures #HighlandsRanch http://t.co/LwRXZk208x",
18732,Thu Sep 12 04:42:39 +0000 2013,RT @denverpost: RT @dailycamera: #CUBoulder is evacuating some student housing due to flooding. #cowx http://t.co/FXVRdsKTLs,
18733,Thu Sep 12 04:14:10 +0000 2013,"RT @NWSBoulder: If you encounter high water tonight, turn around, don't drown! Serious Flooding - you can be swept away! #StaySafe #COwx",
18734,Thu Sep 12 04:28:22 +0000 2013,RT @HKoren: Who will win the Darwin award tonight? MT @CBS4Mark Large crowd gathering along #Boulder Creek as flooding sirens are going off…,
18735,Thu Sep 12 04:53:26 +0000 2013,"RT @KOAA_5: 10:40 p.m. Fountain Creek running high, fast in Manitou Springs, but not overflowing banks. #waldoflood #cowx ~ZT http://t.co/n…",
18736,Thu Sep 12 04:56:39 +0000 2013,RT @dailycamera: RT @BoulderOEM: The warning area has been extended to include #EldoradoSprings. Heavy rain in our area is expected to incr…,
18737,Thu Sep 12 04:57:03 +0000 2013,"East Colfax, near Univ hospital, flooded. Water completely blocking 2 lanes of traffic. Left lane open #cowx http://t.co/zYDoZWPfDr",
18738,Thu Sep 12 04:33:18 +0000 2013,"RT @fishnette Wow, is that the #Boulder emergency sirens? #cowx yes it is.... Yikes!! Never heard them in non-test mode... #flood","{'type': 'Point', 'coordinates': [-117.14696602, 32.76851998]}"
18739,Thu Sep 12 04:44:04 +0000 2013,RT @uptonic: We’re going to need a bigger boat. #boulderflood,
18740,Thu Sep 12 04:57:00 +0000 2013,"RT @KDVR: RT @CUBoulderPolice: If you are on #CUBoulder Main Campus, stay indoors. Fac/Staff Court (near #Boulder Creek) evac'd as precauti…",
18741,Thu Sep 12 05:02:28 +0000 2013,RT @G_Wright: Here's the #boulderflood video that got 1000 more CU students off the couch tonight. http://t.co/eh5KFq8WpM,
18742,Thu Sep 12 04:52:50 +0000 2013,New #flashflood warning issued for #Larimer County. #COwx,
18743,Thu Sep 12 04:14:35 +0000 2013,"RT @iamkendall: If you are on the north side of the creek, head north to Spruce Street or higher. (@boulderOEM) #BoulderFlood #COwx",
18744,Thu Sep 12 04:50:26 +0000 2013,Storm total rainfall per @radarscope in Denver/Boulder metro. Medium orange=2” Dark orange=3” Maroon=4” Red=5” #cowx http://t.co/ojlgZEyWKT,
18745,Thu Sep 12 04:54:39 +0000 2013,"RT @NWSBoulder: More Rockslides, this time in Boulder Canyon. Be careful. If you encounter flooding, turn around, don't drown. #Climbtosafe…",
18746,Thu Sep 12 05:05:38 +0000 2013,Correction. #cowx RT @CUBoulderPolice: @dailycamera: #CUBoulder is evacuating some FAMILY housing. No student housing affected by evacs.,
18747,Thu Sep 12 04:55:22 +0000 2013,“@CUBoulder: Flash flood warning extended until 12:45am. Stay away from waterways/flooded areas/tunnels. Stay indoors.#cowx,
18748,Thu Sep 12 04:59:42 +0000 2013,RT @HKoren: #Boulder Flood Hazard map: http://t.co/70V6tyKKUi Stay safe y'all. #BoulderFlood #cowx,
18749,Thu Sep 12 04:54:29 +0000 2013,RT @denpostdana: Storm surge as high desert folk experience it after 4.25 in rain. At 129 and Baseline #lafayetteco  #cowx More ra... http:…,
18750,Thu Sep 12 04:54:28 +0000 2013,RT @NWSBoulder: South Boulder Road in #Boulder county being shut down near Cherryvale due to Flash Flooding. #COwx,
18751,Thu Sep 12 04:23:08 +0000 2013,"RT @iamkendall: If you are on the north side of the creek, head north to Spruce Street or higher. (@boulderOEM) #BoulderFlood #COwx",
18752,Thu Sep 12 04:16:36 +0000 2013,"RT @nikkibot: power out along #arapahoe frm foothills to just e of 30th. be careful, it's pitch black &amp; lots of standing water in roadway. …",
18753,Thu Sep 12 04:41:03 +0000 2013,RT @JoeCarmenRubino: Faculty Staff Court building RT @dailycamera: #CUBoulder is evacuating some student housing due to flooding. #cowx htt…,
18754,Thu Sep 12 04:43:09 +0000 2013,RT @uptonic: Ho. Lee. Shit. http://t.co/dufOcfNNDO #boulderflood,
18755,Thu Sep 12 04:13:23 +0000 2013,RT @lauracsnider: Not advised RT @aimeemay @douglasjbrown: What a pic @fioreous: #boulder flooding @303dk look at this jackass. http://t.co…,
18756,Thu Sep 12 04:21:11 +0000 2013,"RT @hillaryrosner: And some especially bright undergrads. RT @aimeemay: Crazy Flooding in Boulder, Colorado http://t.co/izDocNe7SQ via #bou…",
18757,Thu Sep 12 05:08:40 +0000 2013,“@dailycamera: RT @JoeCarmenRubino: #Boulder County scanner: Lefthand Canyon completely impassable following a large rock slide.” #cowx,"{'type': 'Point', 'coordinates': [-105.0837946, 40.00217227]}"
18758,Thu Sep 12 04:41:30 +0000 2013,RT @NWSBoulder: People trapped in vehicles along Highway 93 in NW Jefferson county. This is serious folks! Turn around - don't drown! #COwx,
18759,Thu Sep 12 04:48:57 +0000 2013,"RT @CUBoulderPolice: UPDATE: Flash Flood Warning for #Boulder County extended to 12:45AM, per @NWSBoulder. Stay indoors &amp; be safe. #CUBould…",
18760,Thu Sep 12 04:59:02 +0000 2013,#cowx RT @pueblokc: @brendanloy they blocked some roads but moved further out I think. 17th &amp; Colfax area is a lake from what I see,
18761,Thu Sep 12 04:54:45 +0000 2013,"RT @kkartPhoto: And this is how you die in flash floods ""@aimeemay: Crazy Flooding in Boulder, Colorado http://t.co/rWmflOryfA via #boulder…",
18762,Thu Sep 12 05:12:08 +0000 2013,RT @BoulderOEM: Please know that road closures that are posted may not cover every flooded area. Avoid driving on any flooded street. #boul…,
18763,Thu Sep 12 04:34:13 +0000 2013,RT @NWSBoulder: People trapped in vehicles along Highway 93 in NW Jefferson county. This is serious folks! Turn around - don't drown! #COwx,
18764,Thu Sep 12 04:49:37 +0000 2013,Gnarly - by my old place. ..Tempted to explore.. “@303dk: look at this jackass. http://t.co/GfIM63x0yw #boulder #cowx”,
18765,Thu Sep 12 04:52:06 +0000 2013,RT @jrbates: Update: @dailycamera reports some evac of CU housing. Total rain in Boulder since Monday 6.29 inches. #CoWx,
18766,Thu Sep 12 04:40:51 +0000 2013,RT @dailycamera #CUBoulder is evacuating some student housing due to flooding. #cowx http://t.co/PHQ0OmuUHo #boulder,
